file_name,synth_prediction
POSCAR_mp-1008632_copy1_opt.vasp,1
POSCAR_mp-1008632_copy2_opt.vasp,0
POSCAR_mp-1008635_copy1_opt.vasp,1
POSCAR_mp-1008635_copy2_opt.vasp,1
POSCAR_mp-1008642_copy1_opt.vasp,0
POSCAR_mp-1008642_copy2_opt.vasp,0
POSCAR_mp-1008650_copy1_opt.vasp,0
POSCAR_mp-1008650_copy2_opt.vasp,0
POSCAR_mp-1008653_copy1_opt.vasp,1
POSCAR_mp-1008653_copy2_opt.vasp,1
POSCAR_mp-1008661_copy1_opt.vasp,0
POSCAR_mp-1008661_copy2_opt.vasp,0
POSCAR_mp-1008673_copy1_opt.vasp,0
POSCAR_mp-1008673_copy2_opt.vasp,0
POSCAR_mp-1008676_copy1_opt.vasp,0
POSCAR_mp-1008676_copy2_opt.vasp,0
POSCAR_mp-1008677_copy1_opt.vasp,0
POSCAR_mp-1008677_copy2_opt.vasp,0
POSCAR_mp-1008682_copy1_opt.vasp,0
POSCAR_mp-1008682_copy2_opt.vasp,0
POSCAR_mp-1008688_copy1_opt.vasp,0
POSCAR_mp-1008688_copy2_opt.vasp,0
POSCAR_mp-1008689_copy1_opt.vasp,0
POSCAR_mp-1008689_copy2_opt.vasp,0
POSCAR_mp-1008702_copy1_opt.vasp,0
POSCAR_mp-1008702_copy2_opt.vasp,0
POSCAR_mp-1008726_copy1_opt.vasp,0
POSCAR_mp-1008726_copy2_opt.vasp,0
POSCAR_mp-1008727_copy1_opt.vasp,0
POSCAR_mp-1008727_copy2_opt.vasp,0
POSCAR_mp-1008734_copy1_opt.vasp,0
POSCAR_mp-1008734_copy2_opt.vasp,0
POSCAR_mp-1008752_copy1_opt.vasp,0
POSCAR_mp-1008752_copy2_opt.vasp,0
POSCAR_mp-1008753_copy1_opt.vasp,0
POSCAR_mp-1008753_copy2_opt.vasp,0
POSCAR_mp-1008754_copy1_opt.vasp,0
POSCAR_mp-1008754_copy2_opt.vasp,1
POSCAR_mp-1008755_copy2_opt.vasp,0
POSCAR_mp-1008762_copy1_opt.vasp,0
POSCAR_mp-1008762_copy2_opt.vasp,0
POSCAR_mp-1008776_copy1_opt.vasp,0
POSCAR_mp-1008776_copy2_opt.vasp,0
POSCAR_mp-1008777_copy1_opt.vasp,0
POSCAR_mp-1008777_copy2_opt.vasp,0
POSCAR_mp-1008785_copy1_opt.vasp,0
POSCAR_mp-1008785_copy2_opt.vasp,0
POSCAR_mp-1008786_copy1_opt.vasp,1
POSCAR_mp-1008786_copy2_opt.vasp,1
POSCAR_mp-1008798_copy1_opt.vasp,0
POSCAR_mp-1008798_copy2_opt.vasp,0
POSCAR_mp-1008802_copy1_opt.vasp,0
POSCAR_mp-1008802_copy2_opt.vasp,0
POSCAR_mp-1008805_copy1_opt.vasp,0
POSCAR_mp-1008805_copy2_opt.vasp,0
POSCAR_mp-1008820_copy1_opt.vasp,0
POSCAR_mp-1008820_copy2_opt.vasp,0
POSCAR_mp-1008823_copy1_opt.vasp,0
POSCAR_mp-1008823_copy2_opt.vasp,0
POSCAR_mp-1008826_copy1_opt.vasp,0
POSCAR_mp-1008826_copy2_opt.vasp,0
POSCAR_mp-1008832_copy1_opt.vasp,0
POSCAR_mp-1008832_copy2_opt.vasp,0
POSCAR_mp-1008833_copy1_opt.vasp,0
POSCAR_mp-1008833_copy2_opt.vasp,0
POSCAR_mp-1008835_copy1_opt.vasp,0
POSCAR_mp-1008835_copy2_opt.vasp,0
POSCAR_mp-1008865_copy1_opt.vasp,0
POSCAR_mp-1008865_copy2_opt.vasp,0
POSCAR_mp-1008875_copy1_opt.vasp,0
POSCAR_mp-1008875_copy2_opt.vasp,0
POSCAR_mp-1008901_copy1_opt.vasp,0
POSCAR_mp-1008901_copy2_opt.vasp,0
POSCAR_mp-1008902_copy1_opt.vasp,0
POSCAR_mp-1008902_copy2_opt.vasp,0
POSCAR_mp-1008910_copy1_opt.vasp,0
POSCAR_mp-1008910_copy2_opt.vasp,0
POSCAR_mp-1008912_copy1_opt.vasp,1
POSCAR_mp-1008912_copy2_opt.vasp,1
POSCAR_mp-1008918_copy1_opt.vasp,1
POSCAR_mp-1008918_copy2_opt.vasp,1
POSCAR_mp-1008920_copy1_opt.vasp,0
POSCAR_mp-1008920_copy2_opt.vasp,0
POSCAR_mp-1008921_copy1_opt.vasp,1
POSCAR_mp-1008921_copy2_opt.vasp,1
POSCAR_mp-1008922_copy1_opt.vasp,1
POSCAR_mp-1008922_copy2_opt.vasp,1
POSCAR_mp-1008923_copy1_opt.vasp,0
POSCAR_mp-1008923_copy2_opt.vasp,0
POSCAR_mp-1008924_copy1_opt.vasp,0
POSCAR_mp-1008924_copy2_opt.vasp,0
POSCAR_mp-1008926_copy1_opt.vasp,1
POSCAR_mp-1008926_copy2_opt.vasp,1
POSCAR_mp-1008928_copy1_opt.vasp,0
POSCAR_mp-1008928_copy2_opt.vasp,0
POSCAR_mp-1008929_copy1_opt.vasp,1
POSCAR_mp-1008929_copy2_opt.vasp,1
POSCAR_mp-1008931_copy1_opt.vasp,0
POSCAR_mp-1008931_copy2_opt.vasp,0
POSCAR_mp-1008965_copy1_opt.vasp,0
POSCAR_mp-1008965_copy2_opt.vasp,0
POSCAR_mp-1008985_copy1_opt.vasp,0
POSCAR_mp-1008985_copy2_opt.vasp,0
POSCAR_mp-1008986_copy1_opt.vasp,1
POSCAR_mp-1008986_copy2_opt.vasp,1
POSCAR_mp-1008987_copy1_opt.vasp,1
POSCAR_mp-1008987_copy2_opt.vasp,1
POSCAR_mp-1008998_copy1_opt.vasp,0
POSCAR_mp-1008998_copy2_opt.vasp,0
POSCAR_mp-1008999_copy1_opt.vasp,0
POSCAR_mp-1008999_copy2_opt.vasp,0
POSCAR_mp-1008_copy1_opt.vasp,0
POSCAR_mp-1008_copy2_opt.vasp,0
POSCAR_mp-1009005_copy1_opt.vasp,0
POSCAR_mp-1009005_copy2_opt.vasp,0
POSCAR_mp-1009007_copy1_opt.vasp,0
POSCAR_mp-1009007_copy2_opt.vasp,0
POSCAR_mp-1009008_copy1_opt.vasp,0
POSCAR_mp-1009008_copy2_opt.vasp,0
POSCAR_mp-1009009_copy1_opt.vasp,0
POSCAR_mp-1009009_copy2_opt.vasp,0
POSCAR_mp-1009015_copy1_opt.vasp,0
POSCAR_mp-1009015_copy2_opt.vasp,0
POSCAR_mp-1009016_copy1_opt.vasp,0
POSCAR_mp-1009016_copy2_opt.vasp,0
POSCAR_mp-1009017_copy1_opt.vasp,0
POSCAR_mp-1009017_copy2_opt.vasp,0
POSCAR_mp-1009018_copy1_opt.vasp,0
POSCAR_mp-1009018_copy2_opt.vasp,0
POSCAR_mp-1009019_copy1_opt.vasp,0
POSCAR_mp-1009019_copy2_opt.vasp,0
POSCAR_mp-1009049_copy1_opt.vasp,0
POSCAR_mp-1009049_copy2_opt.vasp,0
POSCAR_mp-1009071_copy1_opt.vasp,0
POSCAR_mp-1009071_copy2_opt.vasp,0
POSCAR_mp-1009077_copy1_opt.vasp,1
POSCAR_mp-1009077_copy2_opt.vasp,1
POSCAR_mp-1009078_copy1_opt.vasp,1
POSCAR_mp-1009078_copy2_opt.vasp,1
POSCAR_mp-1009079_copy1_opt.vasp,1
POSCAR_mp-1009079_copy2_opt.vasp,1
POSCAR_mp-1009080_copy1_opt.vasp,0
POSCAR_mp-1009080_copy2_opt.vasp,0
POSCAR_mp-1009113_copy1_opt.vasp,0
POSCAR_mp-1009113_copy2_opt.vasp,0
POSCAR_mp-1009127_copy1_opt.vasp,0
POSCAR_mp-1009127_copy2_opt.vasp,0
POSCAR_mp-1009128_copy1_opt.vasp,0
POSCAR_mp-1009128_copy2_opt.vasp,0
POSCAR_mp-1009129_copy1_opt.vasp,0
POSCAR_mp-1009129_copy2_opt.vasp,0
POSCAR_mp-1009130_copy1_opt.vasp,1
POSCAR_mp-1009130_copy2_opt.vasp,1
POSCAR_mp-1009131_copy1_opt.vasp,1
POSCAR_mp-1009131_copy2_opt.vasp,1
POSCAR_mp-1009133_copy1_opt.vasp,0
POSCAR_mp-1009133_copy2_opt.vasp,0
POSCAR_mp-1009134_copy1_opt.vasp,0
POSCAR_mp-1009134_copy2_opt.vasp,0
POSCAR_mp-1009135_copy1_opt.vasp,1
POSCAR_mp-1009135_copy2_opt.vasp,1
POSCAR_mp-1009206_copy1_opt.vasp,0
POSCAR_mp-1009206_copy2_opt.vasp,0
POSCAR_mp-1009207_copy1_opt.vasp,0
POSCAR_mp-1009207_copy2_opt.vasp,0
POSCAR_mp-1009213_copy1_opt.vasp,1
POSCAR_mp-1009213_copy2_opt.vasp,1
POSCAR_mp-1009217_copy1_opt.vasp,1
POSCAR_mp-1009217_copy2_opt.vasp,1
POSCAR_mp-1009218_copy1_opt.vasp,1
POSCAR_mp-1009218_copy2_opt.vasp,1
POSCAR_mp-1009219_copy1_opt.vasp,0
POSCAR_mp-1009219_copy2_opt.vasp,0
POSCAR_mp-1009220_copy1_opt.vasp,0
POSCAR_mp-1009220_copy2_opt.vasp,0
POSCAR_mp-1009221_copy1_opt.vasp,1
POSCAR_mp-1009221_copy2_opt.vasp,1
POSCAR_mp-1009222_copy1_opt.vasp,1
POSCAR_mp-1009222_copy2_opt.vasp,1
POSCAR_mp-1009223_copy1_opt.vasp,0
POSCAR_mp-1009223_copy2_opt.vasp,0
POSCAR_mp-1009230_copy1_opt.vasp,0
POSCAR_mp-1009230_copy2_opt.vasp,0
POSCAR_mp-1009237_copy1_opt.vasp,0
POSCAR_mp-1009237_copy2_opt.vasp,0
POSCAR_mp-1009264_copy1_opt.vasp,0
POSCAR_mp-1009264_copy2_opt.vasp,0
POSCAR_mp-1009458_copy1_opt.vasp,1
POSCAR_mp-1009458_copy2_opt.vasp,1
POSCAR_mp-1009459_copy1_opt.vasp,0
POSCAR_mp-1009459_copy2_opt.vasp,0
POSCAR_mp-1009471_copy1_opt.vasp,0
POSCAR_mp-1009471_copy2_opt.vasp,0
POSCAR_mp-1009483_copy1_opt.vasp,0
POSCAR_mp-1009483_copy2_opt.vasp,0
POSCAR_mp-1009485_copy1_opt.vasp,0
POSCAR_mp-1009485_copy2_opt.vasp,0
POSCAR_mp-1009488_copy1_opt.vasp,1
POSCAR_mp-1009488_copy2_opt.vasp,1
POSCAR_mp-1009489_copy1_opt.vasp,1
POSCAR_mp-1009489_copy2_opt.vasp,1
POSCAR_mp-1009491_copy1_opt.vasp,1
POSCAR_mp-1009493_copy1_opt.vasp,0
POSCAR_mp-1009493_copy2_opt.vasp,0
POSCAR_mp-1009494_copy1_opt.vasp,1
POSCAR_mp-1009494_copy2_opt.vasp,1
POSCAR_mp-1009495_copy1_opt.vasp,1
POSCAR_mp-1009495_copy2_opt.vasp,1
POSCAR_mp-1009496_copy1_opt.vasp,1
POSCAR_mp-1009496_copy2_opt.vasp,1
POSCAR_mp-1009533_copy1_opt.vasp,1
POSCAR_mp-1009533_copy2_opt.vasp,1
POSCAR_mp-1009537_copy1_opt.vasp,0
POSCAR_mp-1009537_copy2_opt.vasp,0
POSCAR_mp-1009538_copy1_opt.vasp,1
POSCAR_mp-1009538_copy2_opt.vasp,1
POSCAR_mp-1009539_copy1_opt.vasp,1
POSCAR_mp-1009539_copy2_opt.vasp,1
POSCAR_mp-1009540_copy1_opt.vasp,1
POSCAR_mp-1009540_copy2_opt.vasp,1
POSCAR_mp-1009545_copy1_opt.vasp,1
POSCAR_mp-1009545_copy2_opt.vasp,1
POSCAR_mp-1009548_copy1_opt.vasp,1
