Time,Learning rate,Train loss,Validation loss,MAE_fepa
153.1937255859375,0.0001,12.468389866639791,1.2404343587308448,0.8225964555912967
304.3977737426758,0.0001,0.9592593073207878,0.7042531499394734,0.6080450325260335
457.6272122859955,0.0001,0.5817011483679312,0.5227648598306319,0.53080300966539
609.5796575546265,0.0001,0.4860713080775007,0.520179014669824,0.5514154348572994
763.0546026229858,0.0001,0.5099788004542146,1.159457862714297,0.9377824882576369
919.1589286327362,0.0001,0.4164111320097046,0.6075539666131071,0.6423142805897812
1072.1137175559998,0.0001,0.44367656063012906,0.3046406425906522,0.4078467532790085
1223.4453542232513,0.0001,0.3809807150983023,0.9787861610429859,0.8501098031911375
1376.03737282753,0.0001,0.3573396319782472,0.4484401858365374,0.5173643522672524
1528.4920938014984,0.0001,0.33897486938978044,0.37406952940433275,0.4753024510668414
1680.588148355484,0.0001,0.3241629892685492,0.2935595673538441,0.40306772756900183
1831.453514099121,0.0001,0.3359026948663747,0.35086760994434624,0.446574391148209
1983.6700928211212,0.0001,0.3262879340329056,0.30450840929851813,0.416575943317888
2136.735301733017,0.0001,0.3504946755826325,0.24384377224210702,0.36265831565425405
2289.7593126296997,0.0001,0.2869009464807274,0.2861154204596896,0.4019168409017416
2441.468252658844,0.0001,0.2703950186751933,0.2783808082055587,0.4039398248379047
2592.9532122612,0.0001,0.27190853250620595,0.2513594445835681,0.3704006051585685
2746.797287940979,0.0001,0.33801235905048993,0.33111658897166607,0.44285654839617095
2900.8068718910217,0.0001,0.3013048352933497,0.3085557799027786,0.42490167882108043
3054.9049112796783,0.0001,0.26006961629395364,0.21859298841985642,0.333141363314374
3208.236973762512,0.0001,0.24847140434343226,0.28683585172932075,0.4031468478802642
3363.371391773224,0.0001,0.2475581783413705,0.2737833856862055,0.387569511503116
3517.692957878113,0.0001,0.25777907816900053,0.2477304954418904,0.36019383107914643
3674.6158499717712,0.0001,0.2500987088940136,0.24781953245064253,0.363790363073349
3827.924609184265,0.0001,0.25232939225712314,0.30547594920441307,0.43288863932385163
3980.4674220085144,0.0001,0.2864894131929511,0.23424790297293555,0.3498096192314614
4130.544188976288,0.0001,0.2433406486867126,0.22236390968961683,0.3348279043829819
4281.5978717803955,0.0001,0.22180560456360932,0.22679382300518486,0.3462145538891063
4433.227735996246,0.0001,0.24096499854061323,0.28843635325720407,0.4057970146787652
4586.195904254913,0.0001,0.2623142681105218,0.22292264498247685,0.3384828109681876
4737.168475866318,0.0001,0.228044598191179,0.3747535677989144,0.5108012233384595
4889.589306354523,8.5e-05,0.2118179247304005,0.21620138229726396,0.332002016214224
5043.948771715164,8.5e-05,0.20045745699461892,0.24987666769905598,0.359642242818936
5195.594949007034,8.5e-05,0.19791046103382104,0.22326905148870804,0.34124704500938435
5347.198931455612,8.5e-05,0.20892803518835087,0.240410908550968,0.35611572200895975
5498.357314825058,8.5e-05,0.2053338463918079,0.2079959513653255,0.31747785750017987
5648.895813941956,8.5e-05,0.20581118916189797,0.23369785771616713,0.3505307274166815
5801.565096616745,8.5e-05,0.1924970151872973,0.22031266150819095,0.3409996083958656
5956.965428829193,8.5e-05,0.1989223785629739,0.2342120075463507,0.35025540681985706
6109.710186481476,8.5e-05,0.20136315916875347,0.2324917210072144,0.3591357774324547
6261.757884979248,8.5e-05,0.1991020245361695,0.21621607509504887,0.3291465207192693
6415.0861167907715,8.5e-05,0.19837469838810734,0.20868432630544603,0.32264048521874716
6566.822568655014,8.5e-05,0.1976622851745383,0.222008978358019,0.3298015825079577
6720.163273572922,8.5e-05,0.1839125938486039,0.2265277790091089,0.3430451519483894
6873.416990995407,8.5e-05,0.18883534550124995,0.2327896685284727,0.34991096856906945
7027.552804470062,8.5e-05,0.18634965446957966,0.21933808321411388,0.33201061222887684
7180.94803404808,8.5e-05,0.18361380908809294,0.22839059498649916,0.34780684774277976
7335.644427061081,7.225000000000001e-05,0.1791940164071666,0.2107974434802435,0.3335748660078955
7488.294489860535,7.225000000000001e-05,0.1738264467196446,0.22515245837188955,0.3302943835970503
7642.311449050903,7.225000000000001e-05,0.16766082271984115,0.2371052048544134,0.34949070484929495
