Time,Learning rate,Train loss,Validation loss,MAE_fepa
7794.508398294449,7.225000000000001e-05,0.16500296872391457,0.20619103250966084,0.32212152564687424
7948.145359516144,7.225000000000001e-05,0.15918119644775255,0.21256831943634813,0.31463639889906975
8099.800088405609,7.225000000000001e-05,0.16349891934639066,0.20877498508814504,0.318283217862181
8253.326935052872,7.225000000000001e-05,0.1672533600523923,0.23390482143579025,0.3447136061763332
8407.411609172821,7.225000000000001e-05,0.15784490219591443,0.25552835998576284,0.3754097150461706
8558.914466619492,7.225000000000001e-05,0.15690213321941762,0.2159930749530841,0.32904655186299286
8711.225925683975,7.225000000000001e-05,0.16808930049264656,0.21332120743255675,0.32214687164552613
8864.394055366516,7.225000000000001e-05,0.15277195322624135,0.2211769769575059,0.3313953903465789
9017.722484827042,7.225000000000001e-05,0.15577131332288005,0.23343311020118349,0.3399471821288717
9169.6722073555,7.225000000000001e-05,0.15413604712019363,0.24084650010831352,0.35078926714836745
9323.464303731918,7.225000000000001e-05,0.16296567059455078,0.23751544954499643,0.3342963169872491
9475.39377117157,7.225000000000001e-05,0.15121157143877606,0.2883682869610743,0.4096286012306472
9627.760263681412,6.141250000000001e-05,0.14453729311645946,0.21967864325649328,0.3256098379916195
9778.33089375496,6.141250000000001e-05,0.1408789963885936,0.29588079911011916,0.4114102162926445
9932.334222078323,6.141250000000001e-05,0.1402279299948667,0.2172976362864525,0.31190066814962014
10083.103286266327,6.141250000000001e-05,0.1465497906565741,0.22875083211337413,0.33393373694355133
10237.75373339653,6.141250000000001e-05,0.1421284655227438,0.22621770369150251,0.32483005105640017
10392.665703058243,6.141250000000001e-05,0.13595357443779216,0.22702254714840409,0.3252551480116348
10546.850613355637,6.141250000000001e-05,0.13534427433321242,0.22479917392202092,0.3232283275321598
10701.967245578766,6.141250000000001e-05,0.1328396107672843,0.2193291895196887,0.32079470359901496
10853.47556757927,6.141250000000001e-05,0.13868403991651035,0.23642510372926206,0.3328420693788054
11007.014352560043,6.141250000000001e-05,0.1363756420502422,0.22895420659164903,0.33120211500387925
11162.393768787384,6.141250000000001e-05,0.13742012990222774,0.2528140507596313,0.35251752324233765
11314.054908275604,5.2200625000000005e-05,0.1217304622672087,0.22323037177214727,0.3176225926811339
11468.223137378693,5.2200625000000005e-05,0.12526023937559888,0.2538127746281311,0.3477870970290171
11622.787862539291,5.2200625000000005e-05,0.11884656475864905,0.26657979870510046,0.3639334286499886
11777.259401082993,5.2200625000000005e-05,0.12424236256904402,0.2353516445195985,0.31586016478581663
11931.43465256691,5.2200625000000005e-05,0.12560060642253798,0.259508978246766,0.33436745081552016
12083.897976875305,5.2200625000000005e-05,0.11776163407239715,0.23272109885881254,0.32745586301945995
12239.739449501038,5.2200625000000005e-05,0.11861363251184437,0.24635048448719185,0.33560339910951675
12396.772171497345,5.2200625000000005e-05,0.12091609693071882,0.23624101036746578,0.32244337953593394
12551.08453464508,5.2200625000000005e-05,0.11927030428281753,0.2527334313898672,0.33339256628066705
12705.07561659813,5.2200625000000005e-05,0.11639465366985852,0.25027190239855607,0.33079235613076396
12856.614398956299,5.2200625000000005e-05,0.12022277619773966,0.24521738449659417,0.3205474731069884
13010.499535799026,4.437053125e-05,0.1099451799413328,0.23674671029528746,0.3166193622269782
13164.983340740204,4.437053125e-05,0.10703658853383477,0.29447496829057174,0.37631141141528995
13319.355956315994,4.437053125e-05,0.10692992446608328,0.25758413477628006,0.335302508389788
13470.751925945282,4.437053125e-05,0.10755948200343418,0.31758465518441675,0.4006625463789944
13625.60969543457,4.437053125e-05,0.10962853782819329,0.2360513499301618,0.31970997822230757
13780.088765859604,4.437053125e-05,0.10899497975178823,0.25063878152839736,0.3333996123048515
13932.401536464691,4.437053125e-05,0.10744314874043982,0.25570894962775087,0.330757412570634
14087.23309469223,4.437053125e-05,0.10574024587004258,0.2632602323268064,0.36069042474975416
14238.662628412247,4.437053125e-05,0.10475550209389259,0.2603833901346134,0.3355047595581857
14392.530089855194,4.437053125e-05,0.10457830787150771,0.261619585513546,0.3436007653426261
14545.461344242096,4.437053125e-05,0.10487654611503706,0.25817477665588734,0.33653467394647557
14700.671610355377,3.77149515625e-05,0.10512379918089888,0.24994685252648,0.3266273807076847
14854.045913219452,3.77149515625e-05,0.09580197712190906,0.25074571576306587,0.3220808975297401
15006.571561574936,3.77149515625e-05,0.10014866888346148,0.27654391993680016,0.3359142485247478
